ID_TBED,Birth_Group_TBED,First_Seen_Group_TBED,Final_Group_TBED,Sex,BirthDate,immigration_date,First_date,LastSeenDate,DeathDate,Final_date,TB_death,Final_age,Final_age_years,final_age_accurate,TB_final_status,TB_signs_date,TB_signs_group_TBED,TB_exposure_date,TB_exposed_group_TBED,TB_exposure_type,TB_date_Birthgroup,TB_date_immigrated_group,TB_date_Final_group
ID_941,Group_145,NA,Group_145,M,09/10/2001,NA,09/10/2001,09/07/2003,16/07/2003,16/07/2003,FALSE,645,1.77,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_3071,Group_145,NA,Group_145,M,09/10/2001,NA,09/10/2001,22/11/2003,23/11/2003,23/11/2003,FALSE,775,2.12,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_3176,Group_145,NA,Group_145,M,09/10/2001,NA,09/10/2001,22/11/2003,23/11/2003,23/11/2003,FALSE,775,2.12,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_2421,Group_145,NA,Group_145,M,29/12/2001,NA,29/12/2001,01/09/2002,04/08/2002,01/09/2002,FALSE,246,0.67,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1159,Group_145,NA,Group_145,M,29/12/2001,NA,29/12/2001,13/03/2004,14/03/2004,14/03/2004,FALSE,806,2.21,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1903,Group_145,NA,Group_145,M,29/12/2001,NA,29/12/2001,03/03/2002,03/03/2002,03/03/2002,FALSE,64,0.18,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1997,Group_145,NA,Group_145,M,29/12/2001,NA,29/12/2001,23/02/2002,24/02/2002,24/02/2002,FALSE,57,0.16,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_2451,Group_145,NA,Group_145,M,23/03/2002,NA,23/03/2002,15/03/2003,12/03/2003,15/03/2003,FALSE,357,0.98,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1299,Group_145,NA,Group_145,M,23/03/2002,NA,23/03/2002,28/10/2005,28/10/2005,28/10/2005,FALSE,1315,3.6,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_2826,Group_145,NA,Group_145,M,23/03/2002,NA,23/03/2002,28/10/2005,28/10/2005,28/10/2005,FALSE,1315,3.6,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1621,Group_145,NA,Group_145,M,23/03/2002,NA,23/03/2002,31/01/2003,16/01/2003,31/01/2003,FALSE,314,0.86,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1746,Group_145,NA,Group_145,M,25/08/2002,NA,25/08/2002,10/04/2003,12/04/2003,12/04/2003,FALSE,230,0.63,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_2408,Group_145,NA,Group_145,M,25/08/2002,NA,25/08/2002,12/04/2003,15/04/2003,15/04/2003,FALSE,233,0.64,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1214,Group_145,NA,Group_145,M,15/11/2002,NA,15/11/2002,27/12/2002,31/12/2002,31/12/2002,FALSE,46,0.13,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1580,Group_145,NA,Group_145,M,15/11/2002,NA,15/11/2002,28/10/2005,28/10/2005,28/10/2005,FALSE,1078,2.95,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_964,Group_145,NA,Group_145,M,15/11/2002,NA,15/11/2002,28/07/2007,30/07/2007,30/07/2007,FALSE,1718,4.7,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_2065,Group_145,NA,Group_145,M,07/02/2003,NA,07/02/2003,24/10/2007,30/10/2007,30/10/2007,FALSE,1726,4.73,TRUE,exposed_asymptomatic,NA,NA,18/10/2007,Group_45,group_change,06/03/2009,NA,06/03/2009
ID_1296,Group_145,NA,Group_145,M,07/02/2003,NA,07/02/2003,26/03/2003,27/03/2003,27/03/2003,FALSE,48,0.13,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_2427,Group_145,NA,Group_145,M,07/02/2003,NA,07/02/2003,08/10/2003,11/10/2003,11/10/2003,FALSE,246,0.67,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_710,Group_145,NA,Group_145,M,19/02/2004,NA,19/02/2004,20/09/2007,17/09/2007,20/09/2007,FALSE,1309,3.58,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_3404,Group_145,NA,Group_145,M,21/02/2004,NA,21/02/2004,19/12/2005,28/10/2005,19/12/2005,FALSE,667,1.83,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_3056,Group_145,NA,Group_145,M,19/02/2004,NA,19/02/2004,28/10/2005,28/10/2005,28/10/2005,FALSE,617,1.69,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_409,Group_145,NA,Group_145,M,21/02/2004,NA,21/02/2004,17/10/2004,17/10/2004,17/10/2004,FALSE,239,0.65,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1675,Group_145,NA,Group_145,M,13/11/2004,NA,13/11/2004,28/10/2005,28/10/2005,28/10/2005,FALSE,349,0.96,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_3096,Group_145,NA,Group_145,M,13/11/2004,NA,13/11/2004,24/10/2007,27/10/2007,27/10/2007,FALSE,1078,2.95,TRUE,exposed_asymptomatic,NA,NA,18/10/2007,Group_45,group_change,06/03/2009,NA,06/03/2009
ID_1588,Group_145,NA,Group_145,M,02/04/2005,NA,02/04/2005,17/10/2007,17/10/2007,17/10/2007,FALSE,928,2.54,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_3258,Group_145,NA,Group_145,M,02/04/2005,NA,02/04/2005,17/10/2007,17/10/2007,17/10/2007,FALSE,928,2.54,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_3360,Group_145,NA,Group_145,M,02/04/2005,NA,02/04/2005,18/10/2007,18/10/2007,18/10/2007,FALSE,929,2.54,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_277,Group_145,NA,Group_145,M,12/07/2005,NA,12/07/2005,02/11/2006,02/07/2006,02/11/2006,FALSE,478,1.31,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_2278,Group_145,NA,Group_145,M,12/07/2005,NA,12/07/2005,18/10/2007,18/10/2007,18/10/2007,FALSE,828,2.27,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1124,Group_145,NA,Group_145,M,12/07/2005,NA,12/07/2005,18/10/2007,18/10/2007,18/10/2007,FALSE,828,2.27,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_174,Group_145,NA,Group_145,M,15/12/2005,NA,15/12/2005,23/10/2007,17/10/2007,23/10/2007,FALSE,677,1.85,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_630,Group_145,NA,Group_145,M,15/12/2005,NA,15/12/2005,09/04/2006,30/03/2006,09/04/2006,FALSE,115,0.31,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1847,Group_145,NA,Group_145,M,13/03/2006,NA,13/03/2006,17/10/2007,17/10/2007,17/10/2007,FALSE,583,1.6,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_3272,Group_145,NA,Group_145,M,13/03/2006,NA,13/03/2006,18/10/2007,18/10/2007,18/10/2007,FALSE,584,1.6,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_371,Group_145,NA,Group_145,M,13/03/2006,NA,13/03/2006,17/10/2007,18/10/2007,18/10/2007,FALSE,584,1.6,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_2892,Group_145,NA,Group_145,M,13/03/2006,NA,13/03/2006,18/10/2007,18/10/2007,18/10/2007,FALSE,584,1.6,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_2015,Group_145,NA,Group_145,U,26/01/2000,NA,26/01/2000,08/03/2000,13/03/2000,13/03/2000,FALSE,47,0.13,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1508,Group_145,NA,Group_145,U,26/01/2000,NA,26/01/2000,08/03/2000,13/03/2000,13/03/2000,FALSE,47,0.13,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1889,Group_145,NA,Group_145,U,21/03/2000,NA,21/03/2000,11/12/2008,13/05/2000,15/05/2000,FALSE,55,0.15,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_3035,Group_145,NA,Group_145,U,08/02/2007,NA,08/02/2007,03/03/2007,05/03/2007,05/03/2007,FALSE,25,0.07,TRUE,unexposed,NA,NA,NA,NA,none,06/03/2009,NA,06/03/2009
ID_1082,Group_107,NA,Group_107,U,08/12/2006,NA,08/12/2006,05/01/2007,05/01/2007,05/01/2007,FALSE,28,0.08,TRUE,exposed_asymptomatic,NA,NA,08/12/2006,Group_107,Birthdate,30/08/2006,NA,30/08/2006
ID_2358,Group_107,NA,Group_107,U,08/12/2006,NA,08/12/2006,05/01/2007,05/01/2007,05/01/2007,FALSE,28,0.08,TRUE,exposed_asymptomatic,NA,NA,08/12/2006,Group_107,Birthdate,30/08/2006,NA,30/08/2006
ID_1229,Group_122,NA,NA,M,28/06/1995,NA,28/06/1995,26/05/1996,18/06/1996,18/06/1996,FALSE,356,0.97,TRUE,unexposed,NA,NA,NA,NA,none,NA,NA,NA
ID_701,Group_84,NA,Group_84,M,22/12/2001,NA,22/12/2001,17/05/2002,20/05/2002,20/05/2002,TRUE,149,0.41,TRUE,exposed_asymptomatic,NA,NA,04/04/2002,Group_84,ResidentGroup,04/04/2002,NA,04/04/2002
ID_1312,Group_84,NA,NA,M,22/12/2001,NA,22/12/2001,18/01/2002,20/01/2002,20/01/2002,FALSE,29,0.08,TRUE,unexposed,NA,NA,NA,NA,none,04/04/2002,NA,NA
ID_2275,Group_84,NA,Group_84,M,22/12/2001,NA,22/12/2001,17/05/2002,20/05/2002,20/05/2002,TRUE,149,0.41,TRUE,exposed_asymptomatic,NA,NA,04/04/2002,Group_84,ResidentGroup,04/04/2002,NA,04/04/2002
ID_1230,Group_94,NA,Group_94,F,20/11/1999,NA,20/11/1999,21/09/2000,22/09/2000,22/09/2000,FALSE,307,0.84,TRUE,exposed_asymptomatic,NA,NA,20/11/1999,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_2653,Group_94,NA,Group_94,F,03/01/2000,NA,03/01/2000,22/02/2000,26/02/2000,26/02/2000,FALSE,54,0.15,TRUE,exposed_asymptomatic,NA,NA,03/01/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_508,Group_94,NA,Group_94,F,17/04/2000,NA,17/04/2000,01/06/2001,02/06/2001,02/06/2001,FALSE,411,1.13,TRUE,exposed_asymptomatic,NA,NA,17/04/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_1101,Group_94,NA,Group_94,F,06/07/2000,NA,06/07/2000,28/02/2002,04/05/2002,04/05/2002,TRUE,667,1.83,TRUE,exposed_asymptomatic,NA,NA,06/07/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_1494,Group_94,NA,Group_94,F,06/07/2000,NA,06/07/2000,30/03/2001,10/04/2001,10/04/2001,FALSE,278,0.76,TRUE,exposed_asymptomatic,NA,NA,06/07/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_534,Group_94,NA,Group_94,F,22/09/2000,NA,22/09/2000,28/01/2001,29/01/2001,29/01/2001,FALSE,129,0.35,TRUE,exposed_asymptomatic,NA,NA,22/09/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_159,Group_94,NA,Group_94,F,22/09/2000,NA,22/09/2000,28/02/2002,04/03/2002,04/03/2002,TRUE,528,1.45,TRUE,exposed_asymptomatic,NA,NA,22/09/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_2294,Group_94,NA,Group_94,F,22/09/2000,NA,22/09/2000,30/03/2001,10/04/2001,10/04/2001,FALSE,200,0.55,TRUE,exposed_asymptomatic,NA,NA,22/09/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_2216,Group_94,NA,Group_94,F,01/11/2001,NA,01/11/2001,28/02/2002,04/03/2002,04/03/2002,TRUE,123,0.34,TRUE,exposed_asymptomatic,NA,NA,01/11/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_1455,Group_94,NA,Group_94,F,01/11/2001,NA,01/11/2001,28/02/2002,03/05/2002,03/05/2002,TRUE,183,0.5,TRUE,exposed_asymptomatic,NA,NA,01/11/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_1266,Group_94,NA,Group_94,M,20/11/1999,NA,20/11/1999,16/04/2001,16/04/2001,16/04/2001,FALSE,513,1.4,TRUE,exposed_asymptomatic,NA,NA,20/11/1999,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_898,Group_94,NA,Group_94,M,03/01/2000,NA,03/01/2000,03/08/2000,07/07/2000,03/08/2000,FALSE,213,0.58,TRUE,exposed_asymptomatic,NA,NA,03/01/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_2837,Group_94,NA,Group_94,M,03/01/2000,NA,03/01/2000,28/02/2002,03/05/2002,03/05/2002,TRUE,851,2.33,TRUE,exposed_asymptomatic,NA,NA,03/01/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_1254,Group_94,NA,Group_94,M,03/01/2000,NA,03/01/2000,28/02/2002,04/03/2002,04/03/2002,TRUE,791,2.17,TRUE,exposed_asymptomatic,NA,NA,03/01/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_305,Group_94,NA,Group_94,M,17/04/2000,NA,17/04/2000,20/11/2001,28/11/2001,28/11/2001,TRUE,590,1.62,TRUE,exposed_asymptomatic,NA,NA,17/04/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_3254,Group_94,NA,Group_94,M,06/07/2000,NA,06/07/2000,03/01/2002,04/01/2002,04/01/2002,TRUE,547,1.5,TRUE,exposed_signs,03/01/2002,Group_94,06/07/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_1529,Group_94,NA,Group_94,M,22/09/2000,NA,22/09/2000,30/12/2001,01/01/2002,01/01/2002,FALSE,466,1.28,TRUE,exposed_asymptomatic,NA,NA,22/09/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_58,Group_94,NA,Group_94,M,22/09/2000,NA,22/09/2000,28/02/2002,03/05/2002,03/05/2002,TRUE,588,1.61,TRUE,exposed_asymptomatic,NA,NA,22/09/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_326,Group_94,NA,Group_94,M,22/09/2000,NA,22/09/2000,28/02/2002,03/05/2002,03/05/2002,TRUE,588,1.61,TRUE,exposed_asymptomatic,NA,NA,22/09/2000,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_1369,Group_94,NA,Group_94,M,30/01/2001,NA,30/01/2001,16/04/2001,16/04/2001,16/04/2001,FALSE,76,0.21,TRUE,exposed_asymptomatic,NA,NA,30/01/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_851,Group_94,NA,Group_94,M,30/01/2001,NA,30/01/2001,01/06/2001,02/06/2001,02/06/2001,FALSE,123,0.34,TRUE,exposed_asymptomatic,NA,NA,30/01/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_1730,Group_94,NA,Group_94,M,30/01/2001,NA,30/01/2001,28/02/2002,03/05/2002,03/05/2002,TRUE,458,1.25,TRUE,exposed_asymptomatic,NA,NA,30/01/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_387,Group_94,NA,Group_94,M,30/01/2001,NA,30/01/2001,28/02/2002,03/05/2002,03/05/2002,TRUE,458,1.25,TRUE,exposed_asymptomatic,NA,NA,30/01/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_2063,Group_94,NA,Group_94,M,08/08/2001,NA,08/08/2001,28/02/2002,03/05/2002,03/05/2002,FALSE,268,0.73,TRUE,exposed_asymptomatic,NA,NA,08/08/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_2475,Group_94,NA,Group_94,M,08/08/2001,NA,08/08/2001,08/09/2001,09/09/2001,09/09/2001,TRUE,32,0.09,TRUE,exposed_asymptomatic,NA,NA,08/08/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_16,Group_94,NA,Group_94,M,08/08/2001,NA,08/08/2001,28/02/2002,03/05/2002,03/05/2002,TRUE,268,0.73,TRUE,exposed_asymptomatic,NA,NA,08/08/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_2055,Group_94,NA,Group_94,M,01/11/2001,NA,01/11/2001,28/02/2002,03/05/2002,03/05/2002,TRUE,183,0.5,TRUE,exposed_asymptomatic,NA,NA,01/11/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_2360,Group_94,NA,Group_94,M,01/11/2001,NA,01/11/2001,28/02/2002,04/05/2002,04/05/2002,TRUE,184,0.5,TRUE,exposed_asymptomatic,NA,NA,01/11/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_130,Group_94,NA,Group_94,M,01/11/2001,NA,01/11/2001,28/02/2002,03/05/2002,03/05/2002,TRUE,183,0.5,TRUE,exposed_asymptomatic,NA,NA,01/11/2001,Group_94,Birthdate,19/10/1999,NA,19/10/1999
ID_1857,Group_94,NA,NA,U,20/11/1999,NA,20/11/1999,30/12/1999,03/01/2000,03/01/2000,FALSE,44,0.12,TRUE,exposed_asymptomatic,NA,NA,20/11/1999,Group_94,Birthdate,19/10/1999,NA,NA
ID_959,Group_94,NA,NA,U,20/11/1999,NA,20/11/1999,28/12/1999,30/12/1999,30/12/1999,FALSE,40,0.11,TRUE,exposed_asymptomatic,NA,NA,20/11/1999,Group_94,Birthdate,19/10/1999,NA,NA
ID_366,NA,Group_73,Group_73,F,NA,19/11/1994,19/11/1994,26/03/2000,31/03/2000,31/03/2000,FALSE,1959,5.36,FALSE,unexposed,NA,NA,NA,NA,none,NA,13/03/2006,13/03/2006
ID_2374,Group_73,NA,Group_145,F,05/11/1995,NA,05/11/1995,29/09/1999,01/10/1999,01/10/1999,FALSE,1426,3.9,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,06/03/2009
ID_307,Group_73,NA,Group_73,F,11/12/1996,NA,11/12/1996,22/08/1997,31/07/1997,31/07/1997,FALSE,232,0.64,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_3350,Group_73,NA,Group_145,F,02/03/1997,NA,02/03/1997,02/10/1999,06/10/1999,06/10/1999,FALSE,948,2.6,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,06/03/2009
ID_2564,Group_73,NA,Group_71,F,02/03/1997,NA,02/03/1997,10/11/1999,10/11/1999,10/11/1999,FALSE,983,2.69,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,NA
ID_2081,Group_73,NA,Group_145,F,02/03/1997,NA,02/03/1997,08/12/2003,08/12/2003,08/12/2003,FALSE,2472,6.77,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,06/03/2009
ID_1045,Group_73,NA,Group_71,F,02/03/1997,NA,02/03/1997,10/11/1999,10/11/1999,10/11/1999,FALSE,983,2.69,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,NA
ID_3009,Group_73,NA,Group_145,F,02/03/1997,NA,02/03/1997,23/04/1999,27/04/1999,27/04/1999,FALSE,786,2.15,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,06/03/2009
ID_3234,Group_73,NA,Group_71,F,23/08/1997,NA,23/08/1997,10/11/1999,01/07/2001,01/07/2001,FALSE,1408,3.85,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,NA
ID_1303,Group_73,NA,Group_71,F,03/02/1998,NA,03/02/1998,10/11/1999,01/07/2001,01/07/2001,FALSE,1244,3.41,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,NA
ID_482,Group_73,NA,Group_73,F,21/09/1998,NA,21/09/1998,08/04/2011,25/11/2007,25/11/2007,FALSE,3352,9.18,TRUE,exposed_signs,13/03/2006,Group_73,13/03/2006,Group_73,ResidentGroup,13/03/2006,NA,13/03/2006
ID_3251,Group_73,NA,Group_73,F,09/12/1998,NA,09/12/1998,24/09/2001,31/10/2001,31/10/2001,FALSE,1057,2.89,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_2030,Group_73,NA,Group_69,F,28/07/1999,NA,28/07/1999,03/05/2003,31/10/2001,03/05/2003,FALSE,1375,3.76,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,08/02/2007
ID_1709,Group_73,NA,Group_73,F,04/01/2000,NA,04/01/2000,25/09/2001,31/10/2001,31/10/2001,FALSE,666,1.82,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_2195,Group_73,NA,Group_26,F,09/04/2000,NA,09/04/2000,03/02/2005,01/02/2005,03/02/2005,FALSE,1761,4.82,TRUE,exposed_asymptomatic,NA,NA,01/02/2003,Group_26,ResidentGroup,13/03/2006,NA,01/02/2003
ID_2016,Group_73,NA,Group_26,F,09/04/2000,NA,09/04/2000,27/09/2004,28/09/2004,28/09/2004,FALSE,1633,4.47,TRUE,exposed_asymptomatic,NA,NA,01/02/2003,Group_26,ResidentGroup,13/03/2006,NA,01/02/2003
ID_1365,Group_73,NA,Group_26,F,19/08/2000,NA,19/08/2000,05/11/2003,10/10/2003,10/10/2003,FALSE,1147,3.14,TRUE,exposed_asymptomatic,NA,NA,01/02/2003,Group_26,ResidentGroup,13/03/2006,NA,01/02/2003
ID_2280,Group_73,NA,Group_73,F,19/08/2000,NA,19/08/2000,28/08/2001,30/08/2001,30/08/2001,FALSE,376,1.03,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_235,Group_73,NA,Group_73,F,19/08/2000,NA,19/08/2000,11/10/2003,15/10/2003,15/10/2003,FALSE,1152,3.15,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_1862,Group_73,NA,Group_26,F,19/08/2000,NA,19/08/2000,05/11/2003,14/10/2003,14/10/2003,FALSE,1151,3.15,TRUE,exposed_asymptomatic,NA,NA,01/02/2003,Group_26,ResidentGroup,13/03/2006,NA,01/02/2003
ID_1975,Group_73,NA,Group_73,F,21/08/2000,NA,21/08/2000,30/11/2006,14/10/2003,14/10/2003,FALSE,1149,3.15,TRUE,exposed_asymptomatic,NA,NA,01/02/2003,Group_26,group_change,13/03/2006,NA,13/03/2006
ID_3137,Group_73,NA,Group_73,F,09/11/2000,NA,09/11/2000,11/10/2003,15/10/2003,15/10/2003,FALSE,1070,2.93,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_3375,Group_73,NA,Group_15,F,09/11/2000,NA,09/11/2000,09/12/2006,07/02/2003,07/02/2003,FALSE,820,2.25,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,05/03/2006
ID_1071,Group_73,NA,Group_73,F,09/11/2000,NA,09/11/2000,12/10/2003,14/10/2003,14/10/2003,FALSE,1069,2.93,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_2296,Group_73,NA,Group_73,F,16/02/2001,NA,16/02/2001,11/10/2003,15/10/2003,15/10/2003,FALSE,971,2.66,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_2869,Group_73,NA,Group_51,F,16/02/2001,NA,16/02/2001,27/12/2007,15/10/2003,15/10/2003,FALSE,971,2.66,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,11/12/2007
ID_1914,Group_73,NA,Group_73,F,26/07/2001,NA,26/07/2001,15/02/2003,22/01/2003,15/02/2003,FALSE,569,1.56,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_1096,Group_73,NA,Group_73,F,03/03/2002,NA,03/03/2002,23/10/2003,23/10/2003,23/10/2003,FALSE,599,1.64,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_1523,Group_73,NA,Group_73,F,03/03/2002,NA,03/03/2002,16/04/2002,16/04/2002,16/04/2002,FALSE,44,0.12,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_3370,Group_73,NA,Group_73,F,04/09/2002,NA,04/09/2002,05/12/2004,05/12/2004,05/12/2004,FALSE,823,2.25,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_2077,Group_73,NA,Group_73,F,19/11/2002,NA,19/11/2002,05/12/2004,05/12/2004,05/12/2004,FALSE,747,2.05,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_357,Group_73,NA,Group_73,F,19/11/2002,NA,19/11/2002,05/12/2004,05/12/2004,05/12/2004,FALSE,747,2.05,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_980,Group_73,NA,Group_73,F,19/11/2002,NA,19/11/2002,06/04/2003,07/04/2003,07/04/2003,FALSE,139,0.38,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_1995,Group_73,NA,Group_73,F,19/11/2002,NA,19/11/2002,05/12/2004,05/12/2004,05/12/2004,FALSE,747,2.05,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_2162,Group_73,NA,Group_73,F,19/11/2002,NA,19/11/2002,05/12/2004,05/12/2004,05/12/2004,FALSE,747,2.05,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_564,Group_73,NA,Group_73,F,21/02/2003,NA,21/02/2003,06/02/2004,01/11/2005,01/11/2005,FALSE,984,2.69,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_410,Group_73,NA,Group_73,F,21/02/2003,NA,21/02/2003,03/09/2003,04/09/2003,04/09/2003,FALSE,195,0.53,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_2860,Group_73,NA,Group_73,F,10/02/2003,NA,10/02/2003,09/06/2003,09/06/2003,09/06/2003,FALSE,119,0.33,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_1098,Group_73,NA,Group_73,F,10/02/2003,NA,10/02/2003,21/05/2003,21/05/2003,21/05/2003,FALSE,100,0.27,TRUE,unexposed,NA,NA,NA,NA,none,13/03/2006,NA,13/03/2006
ID_1392,Group_73,NA,Group_73,F,03/12/2003,NA,03/12/2003,21/04/2006,01/11/2006,01/11/2006,FALSE,1064,2.91,TRUE,exposed_asymptomatic,NA,NA,13/03/2006,Group_73,ResidentGroup,13/03/2006,NA,13/03/2006
